CustomerId,Date,Transaction Details,Type,Amount,Balance,Category
C3,09-09-2024,UPI/General Txn,DEBIT,783.17,31500.14,General
C3,09-09-2024,UPI/General Txn,DEBIT,2067.99,45151.3,General
C3,09-09-2024,UPI/General Txn,DEBIT,553.16,61206.97,General
C3,09-09-2024,UPI/General Txn,DEBIT,1056.23,78347.05,General
C3,09-09-2024,UPI/General Txn,DEBIT,3858.77,3232.32,General
C3,09-09-2024,UPI/General Txn,CREDIT,2738.22,68029.28,General
C3,09-09-2024,UPI/General Txn,CREDIT,4792.36,20250.55,General
C3,10-09-2024,UPI/General Txn,DEBIT,3055.54,90936.25,General
C3,10-09-2024,UPI/General Txn,DEBIT,1869.22,71880.41,General
C3,10-09-2024,NEFT/TCS SALARY,CREDIT,60000,29180.39,Salary
C3,10-09-2024,NEFT/TCS SALARY,CREDIT,80000,22353.82,Salary
C3,10-09-2024,NEFT/INFOSYS SALARY,CREDIT,60000,17215.24,Salary
C3,10-09-2024,NEFT/INFOSYS SALARY,CREDIT,80000,14817.2,Salary
C3,10-09-2024,UPI/General Txn,DEBIT,2977.18,15220.29,General
C3,10-09-2024,NEFT/WIPRO SALARY,CREDIT,50000,75855.29,Salary
C3,10-09-2024,NEFT/INFOSYS SALARY,CREDIT,80000,42036.89,Salary
C3,10-09-2024,UPI/General Txn,DEBIT,2823.49,20726.5,General
C3,11-09-2024,UPI/General Txn,CREDIT,1518.37,5181.06,General
C3,11-09-2024,UPI/General Txn,CREDIT,4148.62,49915.95,General
C3,11-09-2024,UPI/General Txn,DEBIT,3725.29,3657.16,General
C3,11-09-2024,UPI/General Txn,CREDIT,111.99,30716.77,General
C3,11-09-2024,UPI/General Txn,CREDIT,3238.72,13293.52,General
C3,11-09-2024,UPI/General Txn,CREDIT,3362.98,42298.52,General
C3,11-09-2024,UPI/General Txn,DEBIT,2510.24,3815.82,General
C3,11-09-2024,UPI/General Txn,CREDIT,3847.12,99438.96,General
C3,11-09-2024,UPI/General Txn,CREDIT,426.95,58525.51,General
C3,11-09-2024,UPI/General Txn,CREDIT,2871.32,63171.61,General
C3,11-09-2024,UPI/General Txn,DEBIT,2432.6,37947.02,General
C3,12-09-2024,UPI/General Txn,CREDIT,185.97,17121.88,General
C3,12-09-2024,UPI/General Txn,CREDIT,386.7,46643.35,General
C3,12-09-2024,UPI/General Txn,CREDIT,3497.09,17167.58,General
C3,12-09-2024,UPI/General Txn,CREDIT,1436.08,63988.47,General
C3,12-09-2024,UPI/General Txn,DEBIT,4780.27,29695.76,General
C3,12-09-2024,UPI/General Txn,DEBIT,2695.1,51872.78,General
C3,12-09-2024,UPI/General Txn,DEBIT,3855.57,76704.25,General
C3,12-09-2024,UPI/General Txn,DEBIT,3033.94,54827.52,General
C3,12-09-2024,UPI/General Txn,CREDIT,4374.97,27874.44,General
C3,12-09-2024,UPI/General Txn,CREDIT,3520.04,10487.51,General
C3,12-09-2024,UPI/General Txn,DEBIT,2942.23,2276.87,General
C3,12-09-2024,UPI/General Txn,CREDIT,2639.04,78101.98,General
C3,13-09-2024,UPI/General Txn,DEBIT,1767.53,11139.37,General
C3,13-09-2024,UPI/General Txn,DEBIT,857.32,83325.78,General
C3,13-09-2024,UPI/General Txn,DEBIT,3996.02,42317.28,General
C3,13-09-2024,UPI/General Txn,DEBIT,4588.55,82065.63,General
C3,13-09-2024,UPI/General Txn,CREDIT,4624.71,35472.78,General
C3,13-09-2024,UPI/General Txn,DEBIT,3486.15,81886.83,General
C3,13-09-2024,UPI/General Txn,CREDIT,4459.66,18048.51,General
C3,13-09-2024,UPI/General Txn,DEBIT,1592.95,23013.43,General
C3,13-09-2024,UPI/General Txn,DEBIT,4298.39,69116.67,General
C3,13-09-2024,UPI/General Txn,DEBIT,1606.4,13891.61,General
C3,13-09-2024,UPI/General Txn,DEBIT,485.16,8695.79,General
C3,14-09-2024,UPI/General Txn,DEBIT,3810.94,20438.75,General
C3,14-09-2024,UPI/General Txn,DEBIT,260.68,47439.15,General
C3,14-09-2024,UPI/General Txn,DEBIT,4551.79,7558.49,General
C3,14-09-2024,UPI/General Txn,DEBIT,3371.17,78454.71,General
C3,14-09-2024,UPI/General Txn,DEBIT,4608.48,59172.7,General
C3,14-09-2024,UPI/General Txn,CREDIT,1080.12,3896.65,General
C3,14-09-2024,UPI/General Txn,CREDIT,813.23,94930.37,General
C3,14-09-2024,UPI/General Txn,DEBIT,1804.4,85658.67,General
C3,14-09-2024,UPI/General Txn,DEBIT,3925.93,50986.01,General
C3,14-09-2024,UPI/General Txn,DEBIT,434.85,53355.04,General
C3,14-09-2024,UPI/General Txn,CREDIT,3607.48,18005.57,General
C3,15-09-2024,UPI/General Txn,DEBIT,121.21,92498.98,General
C3,15-09-2024,UPI/General Txn,CREDIT,4610.34,37279.84,General
C3,15-09-2024,UPI/General Txn,CREDIT,2987.96,67679.04,General
C3,15-09-2024,UPI/General Txn,CREDIT,625.89,98148.81,General
C3,15-09-2024,UPI/General Txn,DEBIT,2178.05,41350.22,General
C3,15-09-2024,UPI/General Txn,CREDIT,3830.91,13237.92,General
C3,15-09-2024,UPI/General Txn,DEBIT,640.55,50085.79,General
C3,15-09-2024,UPI/General Txn,CREDIT,1870.13,56156.08,General
C3,15-09-2024,UPI/General Txn,CREDIT,298.98,49877.57,General
C3,15-09-2024,UPI/General Txn,CREDIT,1985.43,60438.56,General
C3,15-09-2024,UPI/General Txn,CREDIT,1628.83,23361.47,General
C3,15-09-2024,UPI/General Txn,CREDIT,2095.68,19689.71,General
C3,16-09-2024,UPI/General Txn,CREDIT,4484.3,93969.12,General
C3,16-09-2024,UPI/General Txn,DEBIT,1900.46,99873.61,General
C3,16-09-2024,UPI/General Txn,DEBIT,2509.08,40240.61,General
C3,16-09-2024,UPI/General Txn,DEBIT,2661.05,12802.57,General
C3,16-09-2024,UPI/General Txn,DEBIT,2034.58,74401.78,General
C3,16-09-2024,UPI/General Txn,DEBIT,4472.9,7406.33,General
C3,16-09-2024,UPI/General Txn,CREDIT,4878.52,20826.09,General
C3,16-09-2024,UPI/General Txn,CREDIT,4235.74,13153.45,General
C3,17-09-2024,UPI/General Txn,CREDIT,3653.48,76716.88,General
C3,17-09-2024,UPI/General Txn,CREDIT,3853.26,75873.99,General
C3,17-09-2024,UPI/General Txn,CREDIT,4024.82,36253.63,General
C3,17-09-2024,UPI/General Txn,CREDIT,3366.72,98764.8,General
C3,17-09-2024,UPI/General Txn,DEBIT,2605.93,77031.96,General
C3,17-09-2024,UPI/General Txn,CREDIT,629.38,49444.8,General
C3,17-09-2024,UPI/General Txn,DEBIT,1231.03,3942.63,General
C3,17-09-2024,UPI/General Txn,DEBIT,3715.21,50315.36,General
C3,17-09-2024,UPI/General Txn,DEBIT,231.07,38880.67,General
C3,17-09-2024,UPI/General Txn,DEBIT,3428.1,30972.51,General
C3,17-09-2024,UPI/General Txn,DEBIT,3153.84,66446.98,General
C3,18-09-2024,UPI/General Txn,CREDIT,3861.1,20991.24,General
C3,18-09-2024,UPI/General Txn,CREDIT,3344.26,50974.68,General
C3,18-09-2024,UPI/General Txn,DEBIT,2757.95,95305.47,General
C3,18-09-2024,UPI/General Txn,CREDIT,254.83,88132.44,General
C3,18-09-2024,UPI/General Txn,CREDIT,683.76,32141.36,General
C3,18-09-2024,UPI/General Txn,CREDIT,1944.05,4562.13,General
C3,18-09-2024,UPI/General Txn,CREDIT,966.66,88585.32,General
C3,18-09-2024,UPI/General Txn,CREDIT,904.31,14314.34,General
C3,18-09-2024,UPI/General Txn,CREDIT,3607.04,76637.1,General
C3,18-09-2024,UPI/General Txn,CREDIT,2887.39,66347.78,General
C3,18-09-2024,UPI/General Txn,CREDIT,3458.33,48115.19,General
C3,18-09-2024,UPI/General Txn,DEBIT,4286.32,39747.1,General
C3,19-09-2024,UPI/General Txn,CREDIT,2996.12,62077.03,General
C3,19-09-2024,UPI/General Txn,CREDIT,1828.54,32727.8,General
C3,19-09-2024,UPI/General Txn,DEBIT,237.92,13691.61,General
C3,19-09-2024,UPI/General Txn,DEBIT,1895.41,76754.21,General
C3,19-09-2024,UPI/General Txn,CREDIT,3163.25,10637.65,General
C3,19-09-2024,UPI/General Txn,CREDIT,1791.2,41781.03,General
C3,19-09-2024,UPI/General Txn,DEBIT,376.6,25513.78,General
C3,19-09-2024,UPI/General Txn,DEBIT,3275.61,91128.51,General
C3,19-09-2024,UPI/General Txn,CREDIT,420.95,12332.66,General
C3,19-09-2024,UPI/General Txn,CREDIT,931.92,4700.38,General
C3,19-09-2024,UPI/General Txn,CREDIT,3323.06,57236.89,General
C3,20-09-2024,UPI/General Txn,CREDIT,1406.43,59210.93,General
C3,20-09-2024,UPI/General Txn,CREDIT,4930.25,57465,General
C3,20-09-2024,UPI/General Txn,DEBIT,1679.86,81024.33,General
C3,20-09-2024,UPI/General Txn,DEBIT,590.28,34260.78,General
C3,20-09-2024,UPI/General Txn,CREDIT,2563.57,17496.09,General
C3,20-09-2024,UPI/General Txn,CREDIT,1567.65,20974.1,General
C3,20-09-2024,UPI/General Txn,DEBIT,3213.68,84197.67,General
C3,20-09-2024,UPI/General Txn,CREDIT,2725.59,27250.35,General
C3,20-09-2024,UPI/General Txn,CREDIT,1556.87,80655.7,General
C3,20-09-2024,UPI/General Txn,DEBIT,3160.4,72052.98,General
C3,20-09-2024,UPI/General Txn,CREDIT,2933.15,28063.13,General
C3,21-09-2024,UPI/General Txn,CREDIT,4025.81,43283.48,General
C3,21-09-2024,UPI/General Txn,DEBIT,1801.85,65502.14,General
C3,21-09-2024,UPI/General Txn,CREDIT,1579.05,43858.14,General
C3,21-09-2024,UPI/General Txn,DEBIT,2745.74,42017.11,General
C3,21-09-2024,UPI/General Txn,CREDIT,1331.2,67484.46,General
C3,21-09-2024,UPI/General Txn,DEBIT,2783.06,63156.55,General
C3,21-09-2024,UPI/General Txn,DEBIT,2629.5,58107.49,General
C3,21-09-2024,UPI/General Txn,CREDIT,1143.47,27525.66,General
C3,21-09-2024,UPI/General Txn,CREDIT,3225.84,93528.96,General
C3,21-09-2024,UPI/General Txn,DEBIT,3660.41,52704.69,General
C3,21-09-2024,UPI/General Txn,DEBIT,1884.95,24797.02,General
C3,21-09-2024,UPI/General Txn,CREDIT,3757.52,84568.08,General
C3,22-09-2024,UPI/General Txn,DEBIT,1661.4,63758.82,General
C3,22-09-2024,UPI/General Txn,CREDIT,4245.24,82547.36,General
C3,22-09-2024,UPI/General Txn,CREDIT,3265.61,68998.64,General
C3,22-09-2024,UPI/General Txn,DEBIT,1257.04,12242.3,General
C3,22-09-2024,UPI/General Txn,DEBIT,1040.39,79907.43,General
C3,22-09-2024,UPI/General Txn,CREDIT,1621.65,56422.68,General
C3,22-09-2024,UPI/General Txn,DEBIT,2237.05,20997.06,General
C3,22-09-2024,UPI/General Txn,DEBIT,1436.29,26581.29,General
C3,22-09-2024,UPI/General Txn,DEBIT,4037.34,64785.09,General
C3,22-09-2024,UPI/General Txn,CREDIT,306.94,78441.14,General
C3,22-09-2024,UPI/General Txn,DEBIT,371.1,32076.57,General
C3,23-09-2024,UPI/General Txn,CREDIT,4349.14,89780.55,General
C3,23-09-2024,UPI/General Txn,DEBIT,3391.19,40292.61,General
C3,23-09-2024,UPI/General Txn,DEBIT,4215.07,24368.07,General
C3,23-09-2024,UPI/General Txn,DEBIT,2897.77,52673.8,General
C3,23-09-2024,UPI/General Txn,CREDIT,4162.01,50148.66,General
C3,23-09-2024,UPI/General Txn,DEBIT,542.22,77545.9,General
C3,23-09-2024,UPI/General Txn,CREDIT,1635.71,80778.32,General
C3,23-09-2024,UPI/General Txn,CREDIT,3745.4,22582.83,General
C3,23-09-2024,UPI/General Txn,DEBIT,623.39,97022.42,General
C3,23-09-2024,UPI/General Txn,CREDIT,2253.43,86427.09,General
C3,24-09-2024,UPI/General Txn,CREDIT,2502.76,70262.16,General
C3,24-09-2024,UPI/General Txn,CREDIT,653.51,48010.56,General
C3,24-09-2024,UPI/General Txn,CREDIT,1307.1,88063.92,General
C3,24-09-2024,UPI/General Txn,CREDIT,4691.16,48046.96,General
C3,24-09-2024,UPI/General Txn,CREDIT,1901.92,3086.35,General
C3,24-09-2024,UPI/General Txn,DEBIT,4837.35,84305.82,General
C3,24-09-2024,UPI/General Txn,DEBIT,3344.89,69377.56,General
C3,24-09-2024,UPI/General Txn,DEBIT,3965.13,26045.31,General
C3,25-09-2024,UPI/General Txn,CREDIT,1615.42,90412.55,General
C3,25-09-2024,UPI/General Txn,DEBIT,3457.72,85907.07,General
C3,25-09-2024,UPI/General Txn,CREDIT,2003.51,92823.23,General
C3,25-09-2024,UPI/General Txn,CREDIT,4597.84,9934.78,General
C3,25-09-2024,UPI/General Txn,DEBIT,4131.27,30444.87,General
C3,25-09-2024,UPI/General Txn,DEBIT,4311.14,91673.19,General
C3,25-09-2024,UPI/General Txn,CREDIT,3193.63,79142.42,General
C3,25-09-2024,UPI/General Txn,DEBIT,1442.78,82496.58,General
C3,25-09-2024,UPI/General Txn,CREDIT,4708.43,73957.25,General
C3,25-09-2024,UPI/General Txn,CREDIT,4639.84,72021.22,General
C3,25-09-2024,UPI/General Txn,DEBIT,4396.13,82615.69,General
C3,26-09-2024,UPI/General Txn,CREDIT,2581.04,42666.18,General
C3,26-09-2024,UPI/General Txn,CREDIT,3673.23,45872.91,General
C3,26-09-2024,UPI/General Txn,DEBIT,234.02,64495.91,General
C3,26-09-2024,UPI/General Txn,CREDIT,1000.32,79310.91,General
C3,26-09-2024,UPI/General Txn,CREDIT,766.85,20807.46,General
C3,26-09-2024,UPI/General Txn,DEBIT,1597.18,11971.99,General
C3,26-09-2024,UPI/General Txn,DEBIT,1323.06,84849.08,General
C3,26-09-2024,UPI/General Txn,CREDIT,3460.19,45697.5,General
C3,26-09-2024,UPI/General Txn,DEBIT,4380.18,26807.31,General
C3,26-09-2024,UPI/General Txn,CREDIT,3468.59,80153.34,General
C3,27-09-2024,UPI/General Txn,CREDIT,513.55,19007.04,General
C3,27-09-2024,UPI/General Txn,DEBIT,4394.31,3052.73,General
C3,27-09-2024,UPI/General Txn,DEBIT,212.55,90777.63,General
C3,27-09-2024,UPI/General Txn,DEBIT,4873.23,26916.53,General
C3,27-09-2024,UPI/General Txn,DEBIT,4273.97,40702.46,General
C3,27-09-2024,UPI/General Txn,CREDIT,2201.63,15775.87,General
C3,27-09-2024,UPI/General Txn,DEBIT,4794.36,94777.11,General
C3,27-09-2024,UPI/General Txn,CREDIT,675.02,77562.57,General
C3,27-09-2024,UPI/General Txn,CREDIT,4648.6,12732.72,General
C3,28-09-2024,UPI/General Txn,CREDIT,1033.67,29508.24,General
C3,28-09-2024,UPI/General Txn,DEBIT,2521.42,43699.55,General
C3,28-09-2024,UPI/General Txn,DEBIT,1112.37,99525.54,General
C3,28-09-2024,UPI/General Txn,DEBIT,1486.54,42414.77,General
C3,28-09-2024,UPI/General Txn,DEBIT,2101.77,3848.54,General
C3,28-09-2024,UPI/General Txn,DEBIT,4883.03,62150.34,General
C3,28-09-2024,UPI/General Txn,CREDIT,4545.91,58707.4,General
C3,28-09-2024,UPI/General Txn,DEBIT,3271.45,2021.7,General
C3,28-09-2024,UPI/General Txn,CREDIT,752.7,97465.52,General
C3,29-09-2024,UPI/General Txn,CREDIT,3465.58,71136.86,General
C3,29-09-2024,UPI/General Txn,CREDIT,3706.91,8232.51,General
C3,29-09-2024,UPI/General Txn,DEBIT,2829.3,33953.39,General
C3,29-09-2024,UPI/General Txn,CREDIT,1250.72,99677.2,General
C3,29-09-2024,UPI/General Txn,DEBIT,4702.68,1530.74,General
C3,29-09-2024,UPI/General Txn,CREDIT,2572.26,30948.23,General
C3,29-09-2024,UPI/General Txn,CREDIT,2034.01,14091.59,General
C3,29-09-2024,UPI/General Txn,DEBIT,4471.91,58468.2,General
C3,29-09-2024,UPI/General Txn,CREDIT,1375.43,93102.37,General
C3,29-09-2024,UPI/General Txn,DEBIT,4401.69,9875.15,General
C3,29-09-2024,UPI/General Txn,CREDIT,3580.25,15037.78,General
C3,30-09-2024,UPI/General Txn,DEBIT,1635.02,50421.85,General
C3,30-09-2024,UPI/General Txn,CREDIT,4869.52,75034.51,General
C3,30-09-2024,UPI/General Txn,CREDIT,4638.56,90376.47,General
C3,30-09-2024,UPI/General Txn,CREDIT,1389.76,52180.3,General
C3,30-09-2024,UPI/General Txn,DEBIT,2235.3,32238.75,General
C3,30-09-2024,UPI/General Txn,DEBIT,4973.37,56011.8,General
C3,30-09-2024,UPI/General Txn,CREDIT,4621.98,6269,General
C3,30-09-2024,UPI/General Txn,DEBIT,828.24,19130.99,General
C3,01-10-2024,UPI/General Txn,CREDIT,1375.1,44206.56,General
C3,01-10-2024,UPI/General Txn,CREDIT,4976.49,5038.38,General
C3,01-10-2024,UPI/General Txn,CREDIT,1846.95,46318.21,General
C3,01-10-2024,UPI/General Txn,DEBIT,651.21,13241.77,General
C3,01-10-2024,UPI/General Txn,CREDIT,558.53,18884.84,General
C3,01-10-2024,UPI/General Txn,CREDIT,924.65,56761.49,General
C3,01-10-2024,UPI/General Txn,DEBIT,3349.37,58771.19,General
C3,01-10-2024,UPI/General Txn,DEBIT,4860.97,42225.48,General
C3,01-10-2024,UPI/General Txn,CREDIT,476.49,68013.94,General
C3,01-10-2024,UPI/General Txn,DEBIT,4448.1,29143.84,General
C3,01-10-2024,UPI/General Txn,DEBIT,4908.54,40022.81,General
C3,02-10-2024,UPI/General Txn,DEBIT,4652.83,83860.74,General
C3,02-10-2024,UPI/General Txn,DEBIT,853.5,46563.08,General
C3,02-10-2024,UPI/General Txn,CREDIT,3567.76,45951.5,General
C3,02-10-2024,UPI/General Txn,DEBIT,4780.49,33613.27,General
C3,02-10-2024,UPI/General Txn,CREDIT,314.85,33166.63,General
C3,02-10-2024,UPI/General Txn,DEBIT,3684.57,21925.32,General
C3,02-10-2024,UPI/General Txn,CREDIT,338.54,32993.91,General
C3,02-10-2024,UPI/General Txn,DEBIT,372.12,55168.47,General
C3,02-10-2024,UPI/General Txn,DEBIT,3051.23,40486.99,General
C3,02-10-2024,UPI/General Txn,CREDIT,972.25,9829.64,General
C3,02-10-2024,UPI/General Txn,DEBIT,4276.49,39461.79,General
C3,02-10-2024,UPI/General Txn,DEBIT,2071.74,12939.6,General
C3,03-10-2024,UPI/General Txn,CREDIT,4025.39,90469.69,General
C3,03-10-2024,UPI/General Txn,CREDIT,3057.22,66886.51,General
C3,03-10-2024,UPI/General Txn,DEBIT,4177.06,49472.68,General
C3,03-10-2024,UPI/General Txn,CREDIT,4438.52,27579.46,General
C3,03-10-2024,UPI/General Txn,DEBIT,3041.67,75892.57,General
C3,03-10-2024,UPI/General Txn,DEBIT,4073.87,43976.49,General
C3,03-10-2024,UPI/General Txn,DEBIT,2187.48,51820.8,General
C3,03-10-2024,UPI/General Txn,DEBIT,4869.03,65113.45,General
C3,03-10-2024,UPI/General Txn,CREDIT,3596.81,53200.59,General
C3,03-10-2024,UPI/General Txn,DEBIT,3271.4,29779.6,General
C3,03-10-2024,UPI/General Txn,CREDIT,2243.04,30738.93,General
C3,04-10-2024,UPI/General Txn,CREDIT,3453.14,84312.26,General
C3,04-10-2024,UPI/General Txn,CREDIT,2663.15,57285.03,General
C3,04-10-2024,UPI/General Txn,DEBIT,2799.87,51828.04,General
C3,04-10-2024,UPI/General Txn,CREDIT,2602.19,10353.95,General
C3,04-10-2024,UPI/General Txn,CREDIT,3338.19,36190.31,General
C3,04-10-2024,UPI/General Txn,DEBIT,2969.28,12279.61,General
C3,04-10-2024,UPI/General Txn,DEBIT,3341.73,78831.53,General
C3,04-10-2024,UPI/General Txn,DEBIT,4230.26,9245.77,General
C3,04-10-2024,UPI/General Txn,CREDIT,4396.1,32080.69,General
C3,05-10-2024,UPI/General Txn,CREDIT,3811.04,62757.23,General
C3,05-10-2024,UPI/General Txn,DEBIT,1398.86,21895.77,General
C3,05-10-2024,UPI/General Txn,CREDIT,483.28,87289.96,General
C3,05-10-2024,UPI/General Txn,DEBIT,621.02,1578.86,General
C3,05-10-2024,UPI/General Txn,DEBIT,671.72,65924.3,General
C3,05-10-2024,UPI/General Txn,CREDIT,2354.8,87009.27,General
C3,05-10-2024,UPI/General Txn,CREDIT,4832.44,30977.2,General
C3,05-10-2024,UPI/General Txn,CREDIT,4084.35,69375.57,General
C3,05-10-2024,UPI/General Txn,CREDIT,4819.39,80659.43,General
C3,05-10-2024,UPI/General Txn,DEBIT,529.41,2373.72,General
C3,05-10-2024,UPI/General Txn,DEBIT,648.37,69907.21,General
C3,06-10-2024,UPI/General Txn,DEBIT,4309.16,48630.6,General
C3,06-10-2024,UPI/General Txn,DEBIT,811.26,44143.06,General
C3,06-10-2024,UPI/General Txn,DEBIT,3167.69,9523.26,General
C3,06-10-2024,UPI/General Txn,DEBIT,3871.63,47924.92,General
C3,06-10-2024,UPI/General Txn,DEBIT,206.9,90339.12,General
C3,06-10-2024,UPI/General Txn,CREDIT,3720.03,96422.82,General
C3,06-10-2024,UPI/General Txn,CREDIT,2410.3,58937.4,General
C3,06-10-2024,UPI/General Txn,CREDIT,1086.56,6041.3,General
C3,06-10-2024,UPI/General Txn,CREDIT,138.58,97969.21,General
C3,07-10-2024,UPI/General Txn,CREDIT,3711.68,4664.7,General
C3,07-10-2024,UPI/General Txn,CREDIT,2058.43,23958.67,General
C3,07-10-2024,UPI/General Txn,DEBIT,397.45,42778.45,General
C3,07-10-2024,UPI/General Txn,DEBIT,1647.67,27517.04,General
C3,07-10-2024,UPI/General Txn,CREDIT,3276.67,12577.13,General
C3,07-10-2024,UPI/General Txn,CREDIT,3151.21,45384.21,General
C3,07-10-2024,UPI/General Txn,DEBIT,2237.53,29513.07,General
C3,07-10-2024,UPI/General Txn,CREDIT,1041.79,44372.96,General
C3,07-10-2024,UPI/General Txn,CREDIT,2587.42,92251.82,General
C3,07-10-2024,UPI/General Txn,CREDIT,4281.92,13984.7,General
C3,07-10-2024,UPI/General Txn,CREDIT,1537.63,96020.53,General
C3,08-10-2024,UPI/General Txn,DEBIT,4000.27,62562.4,General
C3,08-10-2024,UPI/General Txn,DEBIT,1484.04,67038.59,General
C3,08-10-2024,UPI/General Txn,DEBIT,732.57,16475.1,General
C3,08-10-2024,UPI/General Txn,CREDIT,2511.71,94362.42,General
C3,08-10-2024,UPI/General Txn,DEBIT,2519.25,21733.86,General
C3,08-10-2024,UPI/General Txn,DEBIT,330.54,36519.89,General
C3,08-10-2024,UPI/General Txn,DEBIT,1377.96,18296.76,General
C3,08-10-2024,UPI/General Txn,DEBIT,4311.36,80874.74,General
C3,08-10-2024,UPI/General Txn,DEBIT,1754.9,62138.73,General
C3,08-10-2024,UPI/General Txn,DEBIT,691.37,49150.16,General
C3,09-10-2024,UPI/General Txn,DEBIT,3945.94,77239.39,General
C3,09-10-2024,UPI/General Txn,DEBIT,2829.41,85487.41,General
C3,09-10-2024,UPI/General Txn,DEBIT,4381.11,70934.09,General
C3,09-10-2024,UPI/General Txn,CREDIT,4640.5,80099.7,General
C3,09-10-2024,UPI/General Txn,DEBIT,4816.97,97491.32,General
C3,09-10-2024,UPI/General Txn,DEBIT,3930.1,82537.41,General
C3,09-10-2024,UPI/General Txn,DEBIT,305.65,17537.58,General
C3,09-10-2024,UPI/General Txn,DEBIT,678.49,91187.59,General
C3,09-10-2024,UPI/General Txn,CREDIT,869.46,71108.17,General
C3,09-10-2024,UPI/General Txn,CREDIT,3833.63,73522.64,General
C3,10-10-2024,NEFT/TCS SALARY,CREDIT,60000,13175.36,Salary
C3,10-10-2024,NEFT/TCS SALARY,CREDIT,50000,83646.52,Salary
C3,10-10-2024,NEFT/TCS SALARY,CREDIT,80000,9438.15,Salary
C3,10-10-2024,NEFT/WIPRO SALARY,CREDIT,60000,66834.53,Salary
C3,10-10-2024,NEFT/TCS SALARY,CREDIT,50000,80375.1,Salary
C3,10-10-2024,NEFT/WIPRO SALARY,CREDIT,60000,79666.13,Salary
C3,10-10-2024,UPI/General Txn,DEBIT,1872.69,44815.29,General
C3,10-10-2024,UPI/General Txn,DEBIT,3873.74,9393.04,General
C3,11-10-2024,UPI/General Txn,DEBIT,2068.09,43973.16,General
C3,11-10-2024,UPI/General Txn,DEBIT,2027,66357.44,General
C3,11-10-2024,UPI/General Txn,DEBIT,3243.18,97795.56,General
C3,11-10-2024,UPI/General Txn,CREDIT,4902.23,42511.22,General
C3,11-10-2024,UPI/General Txn,CREDIT,4440.34,72433.55,General
C3,11-10-2024,UPI/General Txn,CREDIT,1637.11,1782.32,General
C3,11-10-2024,UPI/General Txn,DEBIT,1470.93,70329.21,General
C3,11-10-2024,UPI/General Txn,DEBIT,2286.33,88870.4,General
C3,11-10-2024,UPI/General Txn,CREDIT,3159.36,70049.63,General
C3,11-10-2024,UPI/General Txn,CREDIT,4449.61,77764.63,General
C3,12-10-2024,UPI/General Txn,CREDIT,512.98,39609.36,General
C3,12-10-2024,UPI/General Txn,DEBIT,3622.51,52526.5,General
C3,12-10-2024,UPI/General Txn,DEBIT,2749.87,10189.14,General
C3,12-10-2024,UPI/General Txn,CREDIT,2803.75,75947.59,General
C3,12-10-2024,UPI/General Txn,DEBIT,884.13,89141.61,General
C3,12-10-2024,UPI/General Txn,CREDIT,2745.67,24892.64,General
C3,12-10-2024,UPI/General Txn,CREDIT,3893.37,98708.52,General
C3,12-10-2024,UPI/General Txn,DEBIT,641.17,84316.76,General
C3,12-10-2024,UPI/General Txn,CREDIT,1372.81,13257.49,General
C3,12-10-2024,UPI/General Txn,DEBIT,3807.14,45424.95,General
C3,13-10-2024,UPI/General Txn,CREDIT,3710.61,34559.05,General
C3,13-10-2024,UPI/General Txn,DEBIT,1256.88,35683.38,General
C3,13-10-2024,UPI/General Txn,DEBIT,1494.22,71720.75,General
C3,13-10-2024,UPI/General Txn,DEBIT,2646.37,11417.47,General
C3,13-10-2024,UPI/General Txn,DEBIT,2630.61,82461.43,General
C3,13-10-2024,UPI/General Txn,DEBIT,1870.21,15508.77,General
C3,13-10-2024,UPI/General Txn,CREDIT,2185.89,9112.77,General
C3,13-10-2024,UPI/General Txn,DEBIT,404.75,48149.05,General
C3,13-10-2024,UPI/General Txn,CREDIT,2286.2,68005.42,General
C3,13-10-2024,UPI/General Txn,CREDIT,2073.49,87329.46,General
C3,13-10-2024,UPI/General Txn,CREDIT,2963.09,99654.67,General
C3,13-10-2024,UPI/General Txn,CREDIT,3476.19,73439.98,General
C3,14-10-2024,UPI/General Txn,DEBIT,4136.68,51072.8,General
C3,14-10-2024,UPI/General Txn,CREDIT,2475.35,13809.13,General
C3,14-10-2024,UPI/General Txn,DEBIT,3552.17,69752.6,General
C3,14-10-2024,UPI/General Txn,DEBIT,2331.62,74903.13,General
C3,14-10-2024,UPI/General Txn,CREDIT,4725.94,92248.04,General
C3,14-10-2024,UPI/General Txn,CREDIT,681.95,11923.28,General
C3,14-10-2024,UPI/General Txn,CREDIT,1910.97,4987.93,General
C3,14-10-2024,UPI/General Txn,CREDIT,851.19,31187.53,General
C3,14-10-2024,UPI/General Txn,CREDIT,1934.85,49106.63,General
C3,14-10-2024,UPI/General Txn,DEBIT,3976.9,78595.46,General
C3,14-10-2024,UPI/General Txn,CREDIT,2166.61,89016.66,General
C3,15-10-2024,UPI/General Txn,CREDIT,997.08,1206.49,General
C3,15-10-2024,UPI/General Txn,DEBIT,2782.93,87172.23,General
C3,15-10-2024,UPI/General Txn,CREDIT,2146.12,57010.63,General
C3,15-10-2024,UPI/General Txn,CREDIT,4511.41,48047.53,General
C3,15-10-2024,UPI/General Txn,DEBIT,3628.16,76433.17,General
C3,15-10-2024,UPI/General Txn,CREDIT,2573.34,76406.2,General
